user_id,game_name,activity,hours_played_if_play
111316830,Villagers and Heroes,play,10.6
111316830,Terraria,purchase,1
111316830,Terraria,play,8.2
111316830,Nancy Drew Ransom of the Seven Ships ,purchase,1
111316830,Nancy Drew Ransom of the Seven Ships ,play,6.3
111316830,Nancy Drew Tomb of the Lost Queen,purchase,1
111316830,Nancy Drew Tomb of the Lost Queen,play,6
111316830,Nancy Drew Warnings at Waverly Academy,purchase,1
111316830,Nancy Drew Warnings at Waverly Academy,play,5.8
111316830,Nancy Drew Danger on Deception Island ,purchase,1
111316830,Nancy Drew Danger on Deception Island ,play,5.4
111316830,Torchlight II,purchase,1
111316830,Torchlight II,play,5.4
111316830,Nancy Drew Last Train to Blue Moon Canyon,purchase,1
111316830,Nancy Drew Last Train to Blue Moon Canyon,play,4
111316830,How to Survive,purchase,1
111316830,How to Survive,play,2.2
111316830,Unturned,purchase,1
111316830,Unturned,play,1.8
111316830,Garry's Mod,purchase,1
111316830,Garry's Mod,play,1.8
111316830,Duke Nukem 3D Megaton Edition,purchase,1
111316830,Duke Nukem 3D Megaton Edition,play,1.5
111316830,Call of Duty Black Ops II - Multiplayer,purchase,1
111316830,Call of Duty Black Ops II - Multiplayer,play,0.6
111316830,Call of Duty Black Ops II,purchase,1
111316830,Call of Duty Black Ops II,play,0.1
111316830,7 Days to Die,purchase,1
111316830,Call of Duty Black Ops II - Zombies,purchase,1
60760816,The Elder Scrolls V Skyrim,purchase,1
60760816,The Elder Scrolls V Skyrim,play,110
292731142,Counter-Strike Global Offensive,purchase,1
292731142,Counter-Strike Global Offensive,play,22
292731142,Caster,purchase,1
183103599,Counter-Strike Global Offensive,purchase,1
183103599,Counter-Strike Global Offensive,play,299
183103599,Legend of Grimrock,purchase,1
183103599,Legend of Grimrock,play,21
183103599,Team Fortress 2,purchase,1
183103599,Team Fortress 2,play,1.9
183103599,Gear Up,purchase,1
267438860,Dota 2,purchase,1
267438860,Dota 2,play,0.6
175033323,Team Fortress 2,purchase,1
175033323,Team Fortress 2,play,258
175033323,Dota 2,purchase,1
175033323,Dota 2,play,239
175033323,DiggerOnline,purchase,1
175033323,DiggerOnline,play,45
175033323,Five Nights at Freddy's 2,purchase,1
175033323,Five Nights at Freddy's 2,play,1.1
86686260,Team Fortress 2,purchase,1
86686260,Team Fortress 2,play,10.7
86686260,Call of Duty Modern Warfare 2 - Multiplayer,purchase,1
86686260,Call of Duty Modern Warfare 2 - Multiplayer,play,2.7
86686260,Terraria,purchase,1
86686260,Terraria,play,0.9
86686260,Call of Duty Modern Warfare 2,purchase,1
86686260,Call of Duty Modern Warfare 2,play,0.6
51044834,F.E.A.R. 2 Project Origin,purchase,1
282307340,Dota 2,purchase,1
282307340,Dota 2,play,30
183382406,Dota 2,purchase,1
183382406,Dota 2,play,443
183382406,Unturned,purchase,1
183382406,Unturned,play,23
183382406,No More Room in Hell,purchase,1
183382406,No More Room in Hell,play,9.1
183382406,APB Reloaded,purchase,1
183382406,APB Reloaded,play,1.2
183382406,Robocraft,purchase,1
183382406,Robocraft,play,0.5
183382406,Warframe,purchase,1
183382406,Counter-Strike Nexon Zombies,purchase,1
183382406,Insecticide Part 1,purchase,1
180955576,Dota 2,purchase,1
180955576,Dota 2,play,1
167874227,Heroes & Generals,purchase,1
167874227,Heroes & Generals,play,0.4
167874227,Unturned,purchase,1
78799565,Counter-Strike,purchase,1
78799565,Counter-Strike,play,2526
78799565,Dota 2,purchase,1
78799565,Dota 2,play,1906
78799565,Counter-Strike Global Offensive,purchase,1
78799565,Counter-Strike Global Offensive,play,725
78799565,Total War SHOGUN 2,purchase,1
78799565,Total War SHOGUN 2,play,23
78799565,DayZ,purchase,1
78799565,DayZ,play,5.4
78799565,Counter-Strike Condition Zero,purchase,1
78799565,Counter-Strike Condition Zero,play,1
78799565,Deathmatch Classic,purchase,1
78799565,Deathmatch Classic,play,0.3
78799565,Day of Defeat,purchase,1
78799565,Day of Defeat,play,0.2
78799565,Batla,purchase,1
78799565,Counter-Strike Condition Zero Deleted Scenes,purchase,1
78799565,Heroes & Generals,purchase,1
78799565,Ricochet,purchase,1
309824202,Dota 2,purchase,1
309824202,Dota 2,play,0.7
228170321,Dota 2,purchase,1
228170321,Dota 2,play,2.4
298913000,Dota 2,purchase,1
298913000,Dota 2,play,1
237468202,Dota 2,purchase,1
237468202,Dota 2,play,0.7
43913966,Arma 3,purchase,1
43913966,Arma 3,play,608
43913966,Team Fortress 2,purchase,1
43913966,Team Fortress 2,play,337
43913966,Rust,purchase,1
43913966,Rust,play,115
43913966,Reign Of Kings,purchase,1
43913966,Reign Of Kings,play,110
43913966,theHunter,purchase,1
43913966,theHunter,play,95
43913966,Left 4 Dead 2,purchase,1
43913966,Left 4 Dead 2,play,90
43913966,Warframe,purchase,1
43913966,Warframe,play,88
43913966,DARK SOULS II,purchase,1
43913966,DARK SOULS II,play,87
43913966,Grand Theft Auto V,purchase,1
43913966,Grand Theft Auto V,play,74
43913966,ARK Survival Evolved,purchase,1
43913966,ARK Survival Evolved,play,72
43913966,Torchlight II,purchase,1
43913966,Torchlight II,play,70
43913966,Terraria,purchase,1
43913966,Terraria,play,69
43913966,Fallout 4,purchase,1
43913966,Fallout 4,play,65
43913966,Starbound,purchase,1
43913966,Starbound,play,63
43913966,Mount & Blade Warband,purchase,1
43913966,Mount & Blade Warband,play,60
43913966,Mount & Blade With Fire and Sword,purchase,1
43913966,Mount & Blade With Fire and Sword,play,58
43913966,Grand Theft Auto Episodes from Liberty City,purchase,1
43913966,Grand Theft Auto Episodes from Liberty City,play,53
43913966,Unturned,purchase,1
43913966,Unturned,play,52
43913966,PAYDAY 2,purchase,1
43913966,PAYDAY 2,play,52
43913966,The Witcher 3 Wild Hunt,purchase,1
43913966,The Witcher 3 Wild Hunt,play,51
43913966,Borderlands 2,purchase,1
43913966,Borderlands 2,play,51
43913966,Assassin's Creed IV Black Flag,purchase,1
43913966,Assassin's Creed IV Black Flag,play,47
43913966,Dead Island Riptide,purchase,1
43913966,Dead Island Riptide,play,43
43913966,Life is Feudal Your Own,purchase,1
43913966,Life is Feudal Your Own,play,37
43913966,Alien Swarm,purchase,1
43913966,Alien Swarm,play,35
43913966,Resident Evil 6 / Biohazard 6,purchase,1
43913966,Resident Evil 6 / Biohazard 6,play,34
43913966,Saints Row The Third,purchase,1
43913966,Saints Row The Third,play,31
43913966,METAL GEAR SOLID V THE PHANTOM PAIN,purchase,1
43913966,METAL GEAR SOLID V THE PHANTOM PAIN,play,29
43913966,Dying Light,purchase,1
43913966,Dying Light,play,28
43913966,Saints Row IV,purchase,1
43913966,Saints Row IV,play,27
43913966,Dead Rising 3,purchase,1
43913966,Dead Rising 3,play,26
43913966,Just Cause 3,purchase,1
43913966,Just Cause 3,play,25
43913966,Portal 2,purchase,1
43913966,Portal 2,play,24
43913966,Warhammer End Times - Vermintide,purchase,1
43913966,Warhammer End Times - Vermintide,play,24
43913966,Contagion,purchase,1
43913966,Contagion,play,20
43913966,Insurgency Modern Infantry Combat,purchase,1
43913966,Insurgency Modern Infantry Combat,play,19.6
43913966,IL-2 Sturmovik Cliffs of Dover,purchase,1
43913966,IL-2 Sturmovik Cliffs of Dover,play,19.6
43913966,Assassins Creed Unity,purchase,1
43913966,Assassins Creed Unity,play,19
43913966,Space Engineers,purchase,1
43913966,Space Engineers,play,17.8
43913966,Batman Arkham Origins,purchase,1
43913966,Batman Arkham Origins,play,17
43913966,Chivalry Medieval Warfare,purchase,1
43913966,Chivalry Medieval Warfare,play,15.8
43913966,Kerbal Space Program,purchase,1
43913966,Kerbal Space Program,play,15
43913966,Orcs Must Die! 2,purchase,1
43913966,Orcs Must Die! 2,play,13.8
43913966,Middle-earth Shadow of Mordor,purchase,1
43913966,Middle-earth Shadow of Mordor,play,13.2
43913966,Garry's Mod,purchase,1
43913966,Garry's Mod,play,12.1
43913966,Homeworld Remastered Collection,purchase,1
43913966,Homeworld Remastered Collection,play,12
43913966,Killing Floor,purchase,1
43913966,Killing Floor,play,10.6
43913966,Counter-Strike Global Offensive,purchase,1
43913966,Counter-Strike Global Offensive,play,10.5
43913966,Angels Fall First,purchase,1
43913966,Angels Fall First,play,9.8
43913966,Don't Starve Together Beta,purchase,1
43913966,Don't Starve Together Beta,play,9.4
43913966,Magicka,purchase,1
43913966,Magicka,play,9.3
43913966,Legends of Aethereus,purchase,1
43913966,Legends of Aethereus,play,8.8
43913966,Sniper Elite Nazi Zombie Army,purchase,1
43913966,Sniper Elite Nazi Zombie Army,play,8.4
43913966,HAWKEN,purchase,1
43913966,HAWKEN,play,7.4
43913966,Tom Clancy's Splinter Cell Blacklist,purchase,1
43913966,Tom Clancy's Splinter Cell Blacklist,play,7
43913966,Sanctum 2,purchase,1
43913966,Sanctum 2,play,6.8
43913966,7 Days to Die,purchase,1
43913966,7 Days to Die,play,6.4
43913966,Defiance,purchase,1
43913966,Defiance,play,6
43913966,Killing Floor 2,purchase,1
43913966,Killing Floor 2,play,5.7
43913966,Planetary Annihilation,purchase,1
43913966,Planetary Annihilation,play,5.1
43913966,X Rebirth,purchase,1
43913966,X Rebirth,play,5
43913966,No More Room in Hell,purchase,1
43913966,No More Room in Hell,play,4.8
43913966,Dead Island,purchase,1
43913966,Dead Island,play,4.6
43913966,Hitman Absolution,purchase,1
43913966,Hitman Absolution,play,4.3
43913966,Don't Starve,purchase,1
43913966,Don't Starve,play,4.1
43913966,Planet Explorers,purchase,1
43913966,Planet Explorers,play,3.7
43913966,Divinity Dragon Commander Beta,purchase,1
43913966,Divinity Dragon Commander Beta,play,3.7
43913966,PAYDAY The Heist,purchase,1
43913966,PAYDAY The Heist,play,3.2
43913966,Kingdom Rush,purchase,1
43913966,Kingdom Rush,play,3.1
43913966,Euro Truck Simulator 2,purchase,1
43913966,Euro Truck Simulator 2,play,2.9
43913966,DayZ,purchase,1
43913966,DayZ,play,2.9
43913966,Angry Birds Space,purchase,1
43913966,Angry Birds Space,play,2.7
43913966,The Elder Scrolls Online Tamriel Unlimited,purchase,1
43913966,The Elder Scrolls Online Tamriel Unlimited,play,2.6
43913966,Besiege,purchase,1
43913966,Besiege,play,2.5
43913966,H1Z1,purchase,1
43913966,H1Z1,play,2.4
43913966,Incredipede,purchase,1
43913966,Incredipede,play,2.4
43913966,The Forest,purchase,1
43913966,The Forest,play,2.2
43913966,Red Orchestra 2 Heroes of Stalingrad - Single Player,purchase,1
43913966,Red Orchestra 2 Heroes of Stalingrad - Single Player,play,2.1
43913966,Total War ROME II - Emperor Edition,purchase,1
43913966,Total War ROME II - Emperor Edition,play,2.1
43913966,Age of Chivalry,purchase,1
43913966,Age of Chivalry,play,2
43913966,Evolve,purchase,1
43913966,Evolve,play,2
43913966,Verdun,purchase,1
43913966,Verdun,play,1.7
43913966,Zeno Clash 2,purchase,1
43913966,Zeno Clash 2,play,1.7
43913966,Just Cause 2,purchase,1
43913966,Just Cause 2,play,1.6
43913966,StarForge,purchase,1
43913966,StarForge,play,1.4
43913966,Sins of a Solar Empire Rebellion,purchase,1
43913966,Sins of a Solar Empire Rebellion,play,1.4
43913966,Magicka 2,purchase,1
43913966,Magicka 2,play,1.4
43913966,Trove,purchase,1
43913966,Trove,play,1.3
43913966,Rising Storm/Red Orchestra 2 Multiplayer,purchase,1
43913966,Rising Storm/Red Orchestra 2 Multiplayer,play,1
43913966,Ace of Spades,purchase,1
43913966,Ace of Spades,play,0.8
43913966,The Witcher 2 Assassins of Kings Enhanced Edition,purchase,1
43913966,The Witcher 2 Assassins of Kings Enhanced Edition,play,0.6
43913966,GRAV,purchase,1
43913966,GRAV,play,0.5
43913966,Teenage Mutant Ninja Turtles Out of the Shadows,purchase,1
43913966,Teenage Mutant Ninja Turtles Out of the Shadows,play,0.5
43913966,Interstellar Marines,purchase,1
43913966,Interstellar Marines,play,0.4
43913966,Way of the Samurai 4,purchase,1
43913966,Way of the Samurai 4,play,0.4
43913966,METAL SLUG 3,purchase,1
43913966,METAL SLUG 3,play,0.4
43913966,L.A. Noire,purchase,1
43913966,L.A. Noire,play,0.3
43913966,Strike Suit Zero Director's Cut,purchase,1
43913966,Strike Suit Zero Director's Cut,play,0.3
43913966,The Ship Single Player,purchase,1
43913966,The Ship Single Player,play,0.3
43913966,Guncraft,purchase,1
43913966,Guncraft,play,0.2
43913966,Kenshi,purchase,1
43913966,Kenshi,play,0.2
43913966,X3 Albion Prelude,purchase,1
43913966,X3 Albion Prelude,play,0.2
43913966,Binary Domain,purchase,1
43913966,Metal Gear Solid Legacy,purchase,1
43913966,The Ship Tutorial,purchase,1
43913966,The Ship,purchase,1
43913966,Amnesia The Dark Descent,purchase,1
43913966,Arma 2,purchase,1
43913966,Arma 2 Operation Arrowhead,purchase,1
43913966,Arma 2 Operation Arrowhead Beta (Obsolete),purchase,1
43913966,Arma 3 Helicopters,purchase,1
43913966,Arma 3 Karts,purchase,1
43913966,Arma 3 Marksmen,purchase,1
43913966,Arma 3 Zeus,purchase,1
43913966,Arma Cold War Assault,purchase,1
43913966,Assassins Creed Chronicles China,purchase,1
43913966,Borderlands 2 Headhunter 1 Bloody Harvest,purchase,1
43913966,Borderlands 2 Headhunter 2 Wattle Gobbler,purchase,1
43913966,Borderlands 2 Headhunter 3 Mercenary Day,purchase,1
43913966,Borderlands 2 Headhunter 4 Wedding Day Massacre,purchase,1
43913966,Borderlands 2 Headhunter 5 Son of Crawmerax,purchase,1
43913966,Counter-Strike,purchase,1
43913966,Day of Defeat,purchase,1
43913966,Dead Island Epidemic,purchase,1
43913966,Dead Rising 3 DLC1,purchase,1
43913966,Dead Rising 3 DLC2,purchase,1
43913966,Dead Rising 3 DLC3,purchase,1
43913966,Dead Rising 3 DLC4,purchase,1
43913966,Deathmatch Classic,purchase,1
43913966,Divinity Dragon Commander,purchase,1
43913966,Euro Truck Simulator 2 - Going East!,purchase,1
43913966,Far Cry 4,purchase,1
43913966,Flame Over,purchase,1
43913966,Fractured Space,purchase,1
43913966,Grand Theft Auto IV,purchase,1
43913966,H1Z1 Test Server,purchase,1
43913966,Half-Life,purchase,1
43913966,Half-Life Blue Shift,purchase,1
43913966,Half-Life Opposing Force,purchase,1
43913966,Hitman Sniper Challenge,purchase,1
43913966,IL-2 Sturmovik Battle of Stalingrad,purchase,1
43913966,Killing Floor Uncovered,purchase,1
43913966,Killing Floor Mod Defence Alliance 2,purchase,1
43913966,Magicka Final Frontier,purchase,1
43913966,Magicka Frozen Lake,purchase,1
43913966,Magicka Holiday Spirit Item Pack ,purchase,1
43913966,Magicka Nippon,purchase,1
43913966,Magicka Party Robes,purchase,1
43913966,Magicka The Watchtower,purchase,1
43913966,Magicka Vietnam,purchase,1
43913966,Magicka Wizard's Survival Kit,purchase,1
43913966,Magicka Wizard Wars,purchase,1
43913966,METAL GEAR SOLID V GROUND ZEROES,purchase,1
43913966,Mount & Blade Warband - Napoleonic Wars,purchase,1
43913966,Mount & Blade Warband - Viking Conquest Reforged Edition,purchase,1
43913966,Patch testing for Chivalry,purchase,1
43913966,PAYDAY The Web Series - Episode 1,purchase,1
43913966,PAYDAY Wolf Pack,purchase,1
43913966,Pulut Adventure,purchase,1
43913966,Ricochet,purchase,1
43913966,Starbound - Unstable,purchase,1
43913966,Team Fortress Classic,purchase,1
43913966,The Witcher 3 Wild Hunt - Expansion Pass,purchase,1
43913966,The Witcher 3 Wild Hunt - New Finisher Animations,purchase,1
43913966,Torchlight,purchase,1
43913966,Tower Wars,purchase,1
43913966,Trine 3 The Artifacts of Power,purchase,1
43913966,Trove Power Pack,purchase,1
43913966,Unturned - Permanent Gold Upgrade,purchase,1
43913966,Warhammer End Times - Vermintide Sigmar's Blessing,purchase,1
43913966,WARSHIFT,purchase,1
43913966,X3 Terran Conflict,purchase,1
259330363,Dota 2,purchase,1
259330363,Dota 2,play,0.4
213023790,Gear Up,purchase,1
106802395,Blender 2.76b,purchase,1
117531196,Terraria,purchase,1
117531196,Terraria,play,71
117531196,Arma 3,purchase,1
117531196,Arma 3,play,63
117531196,Kerbal Space Program,purchase,1
117531196,Kerbal Space Program,play,53
117531196,Rocket League,purchase,1
117531196,Rocket League,play,52
117531196,Assassin's Creed IV Black Flag,purchase,1
117531196,Assassin's Creed IV Black Flag,play,36
117531196,Robocraft,purchase,1
117531196,Robocraft,play,28
117531196,Borderlands 2,purchase,1
117531196,Borderlands 2,play,27
117531196,FTL Faster Than Light,purchase,1
117531196,FTL Faster Than Light,play,27
117531196,Fallout New Vegas,purchase,1
117531196,Fallout New Vegas,play,24
117531196,Sid Meier's Civilization V,purchase,1
117531196,Sid Meier's Civilization V,play,22
117531196,Pixel Piracy,purchase,1
117531196,Pixel Piracy,play,21
117531196,Divinity Original Sin,purchase,1
117531196,Divinity Original Sin,play,17.7
117531196,Firefall,purchase,1
117531196,Firefall,play,17
117531196,The Witcher 2 Assassins of Kings Enhanced Edition,purchase,1
117531196,The Witcher 2 Assassins of Kings Enhanced Edition,play,15.9
117531196,PlanetSide 2,purchase,1
117531196,PlanetSide 2,play,15.2
117531196,Torchlight II,purchase,1
117531196,Torchlight II,play,15.2
117531196,The Binding of Isaac,purchase,1
117531196,The Binding of Isaac,play,14.4
117531196,Dota 2,purchase,1
117531196,Dota 2,play,14.4
117531196,Saints Row The Third,purchase,1
117531196,Saints Row The Third,play,12.9
117531196,Just Cause 2,purchase,1
117531196,Just Cause 2,play,12.3
117531196,Risk of Rain,purchase,1
117531196,Risk of Rain,play,12
117531196,PAYDAY 2,purchase,1
117531196,PAYDAY 2,play,11.7
117531196,XCOM Enemy Unknown,purchase,1
117531196,XCOM Enemy Unknown,play,11.5
117531196,DayZ,purchase,1
117531196,DayZ,play,11.4
117531196,Portal 2,purchase,1
117531196,Portal 2,play,10.2
117531196,Deus Ex Human Revolution - Director's Cut,purchase,1
117531196,Deus Ex Human Revolution - Director's Cut,play,9.2
117531196,Tomb Raider,purchase,1
117531196,Tomb Raider,play,8.6
117531196,HELLDIVERS,purchase,1
117531196,HELLDIVERS,play,8.4
117531196,Endless Legend,purchase,1
117531196,Endless Legend,play,7.3
117531196,Prison Architect,purchase,1
117531196,Prison Architect,play,6.6
117531196,Game Dev Tycoon,purchase,1
117531196,Game Dev Tycoon,play,6.4
117531196,The Elder Scrolls V Skyrim,purchase,1
117531196,The Elder Scrolls V Skyrim,play,6.1
117531196,Fallen Enchantress,purchase,1
117531196,Fallen Enchantress,play,5.8
117531196,Dungeon Defenders,purchase,1
117531196,Dungeon Defenders,play,5.7
117531196,This War of Mine,purchase,1
117531196,This War of Mine,play,5.4
117531196,Valkyria Chronicles,purchase,1
117531196,Valkyria Chronicles,play,5.2
117531196,Company of Heroes,purchase,1
117531196,Company of Heroes,play,4.7
117531196,Counter-Strike Global Offensive,purchase,1
117531196,Counter-Strike Global Offensive,play,4.7
117531196,Mass Effect 2,purchase,1
117531196,Mass Effect 2,play,4.6
117531196,South Park The Stick of Truth,purchase,1
117531196,South Park The Stick of Truth,play,4.5
117531196,Far Cry 3,purchase,1
117531196,Far Cry 3,play,4.3
117531196,Star Wars Knights of the Old Republic,purchase,1
117531196,Star Wars Knights of the Old Republic,play,4.1
117531196,Rise of Nations Extended Edition,purchase,1
117531196,Rise of Nations Extended Edition,play,3.9
117531196,Dungeon of the Endless,purchase,1
117531196,Dungeon of the Endless,play,3.7
117531196,Team Fortress 2,purchase,1
117531196,Team Fortress 2,play,3.5
117531196,Project Zomboid,purchase,1
117531196,Project Zomboid,play,3.1
117531196,Tom Clancy's EndWar,purchase,1
117531196,Tom Clancy's EndWar,play,3
117531196,Need for Speed Hot Pursuit,purchase,1
117531196,Need for Speed Hot Pursuit,play,2.8
117531196,Bastion,purchase,1
117531196,Bastion,play,2.7
117531196,Warframe,purchase,1
117531196,Warframe,play,2.7
117531196,Portal,purchase,1
117531196,Portal,play,2.7
117531196,War Thunder,purchase,1
117531196,War Thunder,play,2.5
117531196,Trove,purchase,1
117531196,Trove,play,2.5
117531196,Happy Wars,purchase,1
117531196,Happy Wars,play,2.4
117531196,Red Faction Guerrilla Steam Edition,purchase,1
117531196,Red Faction Guerrilla Steam Edition,play,2.3
117531196,Antichamber,purchase,1
117531196,Antichamber,play,2.3
117531196,Shadowrun Dragonfall - Director's Cut,purchase,1
117531196,Shadowrun Dragonfall - Director's Cut,play,2.1
117531196,Metro 2033,purchase,1
